"CNTY","CHILD_DEATH_YR","UNDERLYING_COD","CNT_BY_UNDERLYING_COD","CNTY_YR_DEATH_TOTAL","PCT_CNTY_YR_TOTAL","CHILD_DEATH_CNTY_POP","CNTY_YR_DEATH_TOTAL_PER_10000_CNTY_RES"
JOHNSON,2011,"Lobulated, fused, and horseshoe kidney",1,6,16.666600,141754,0.420000
JOHNSON,2011,"Congenital malformation of the heart, unspecified",1,6,16.666600,141754,0.420000
JOHNSON,2011,"Stroke, not specified as hemorrhage or infarction",1,6,16.666600,141754,0.420000
JOHNSON,2011,Atrioventricular septal defect,1,6,16.666600,141754,0.420000
JOHNSON,2012,"Down's syndrome, unspecified",1,9,11.111100,143535,0.620000
JOHNSON,2012,Interstitial emphysema originating in the perinatal period,1,9,11.111100,143535,0.620000
JOHNSON,2012,Perinatal intestinal perforation,1,9,11.111100,143535,0.620000
JOHNSON,2012,Accidental suffocation and strangulation in bed,1,9,11.111100,143535,0.620000
JOHNSON,2012,"Patau's syndrome, unspecified",1,9,11.111100,143535,0.620000
JOHNSON,2012,Holoprosencephaly,1,9,11.111100,143535,0.620000
JOHNSON,2012,"Bacterial sepsis of newborn, unspecified",1,9,11.111100,143535,0.620000
JOHNSON,2012,Other diseases of capillaries,1,9,11.111100,143535,0.620000
JOHNSON,2012,"Spinal muscular atrophy, unspecified",1,9,11.111100,143535,0.620000
JOHNSON,2013,Hydrops fetalis not due to hemolytic disease,1,1,100.000000,145634,0.060000
JOHNSON,2014,Hypoplasia and dysplasia of lung,1,3,33.333300,147346,0.200000
JOHNSON,2014,Accidental suffocation and strangulation in bed,1,3,33.333300,147346,0.200000
JOHNSON,2014,Assault (homicide) by unspecified means,1,3,33.333300,147346,0.200000
JOHNSON,2015,Assault (homicide) by unspecified means,3,7,42.857100,149338,0.460000
JOHNSON,2015,"Encephalopathy, unspecified",1,7,14.285700,149338,0.460000
JOHNSON,2015,"Other maltreatment syndromes, by unspecified person",1,7,14.285700,149338,0.460000
JOHNSON,2015,Newborn affected by maternal injury,1,7,14.285700,149338,0.460000
JOHNSON,2015,Accidental suffocation and strangulation in bed,1,7,14.285700,149338,0.460000
JOHNSON,2016,"Spinal muscular atrophy, unspecified",1,5,20.000000,151982,0.320000
JOHNSON,2016,"Patau's syndrome, unspecified",1,5,20.000000,151982,0.320000
JOHNSON,2016,"Bacterial sepsis of newborn, unspecified",1,5,20.000000,151982,0.320000
JOHNSON,2016,Congenital diaphragmatic hernia,1,5,20.000000,151982,0.320000
JOHNSON,2016,Other viral infections of unspecified site,1,5,20.000000,151982,0.320000
JOHNSON,2017,Gastroschisis,1,5,20.000000,151982,0.320000
JOHNSON,2017,Hypoplastic left heart syndrome,1,5,20.000000,151982,0.320000
JOHNSON,2017,Congenital diaphragmatic hernia,1,5,20.000000,151982,0.320000
JOHNSON,2017,Respiratory distress syndrome of newborn,1,5,20.000000,151982,0.320000
JOHNSON,2017,Congenital hypotonia,1,5,20.000000,151982,0.320000
JOHNSON,2018,Other specified cerebrovascular diseases,1,4,25.000000,151982,0.260000
JOHNSON,2018,Volvulus,1,4,25.000000,151982,0.260000
JOHNSON,2018,"Congenital malformation of the heart, unspecified",1,4,25.000000,151982,0.260000
JOHNSON,2018,"Bacterial sepsis of newborn, unspecified",1,4,25.000000,151982,0.260000
KNOX,2010,Exposure to unspecified factor causing other and unspecified injury,1,2,50.000000,38440,0.520000
KNOX,2010,Unspecified threat to breathing,1,2,50.000000,38440,0.520000
KNOX,2012,Congenital cytomegalovirus infection,1,2,50.000000,38019,0.520000
KNOX,2012,Congenital herpesviral [herpes simplex] infection,1,2,50.000000,38019,0.520000
KNOX,2013,Unspecified threat to breathing,1,1,100.000000,38103,0.260000
KNOX,2014,Sudden infant death syndrome,1,1,100.000000,38021,0.260000
KNOX,2015,Sepsis of newborn due to other and unspecified streptococci,1,2,50.000000,37891,0.520000
KNOX,2015,"Bacterial sepsis of newborn, unspecified",1,2,50.000000,37891,0.520000
KNOX,2016,Accidental suffocation and strangulation in bed,2,2,100.000000,37744,0.520000
KNOX,2017,Cystic fibrosis with other manifestations,1,3,33.333300,37744,0.790000
KNOX,2017,"Birth asphyxia, unspecified",1,3,33.333300,37744,0.790000
KNOX,2017,Necrotizing enterocolitis of newborn,1,3,33.333300,37744,0.790000
KNOX,2018,Extreme immaturity,1,1,100.000000,37744,0.260000
KOSCIUSKO,2010,Hypoplastic left heart syndrome,1,5,20.000000,77358,0.640000
KOSCIUSKO,2010,Disseminated intravascular coagulation of newborn,1,5,20.000000,77358,0.640000
KOSCIUSKO,2010,Congenital malformation syndromes predominantly involving limbs,1,5,20.000000,77358,0.640000
KOSCIUSKO,2010,Congenital diaphragmatic hernia,1,5,20.000000,77358,0.640000
KOSCIUSKO,2010,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,5,20.000000,77358,0.640000
KOSCIUSKO,2011,Respiratory distress syndrome of newborn,1,6,16.666600,77359,0.770000
KOSCIUSKO,2011,Double inlet ventricle,1,6,16.666600,77359,0.770000
KOSCIUSKO,2011,"Congenital malformation of the heart, unspecified",1,6,16.666600,77359,0.770000
KOSCIUSKO,2011,Newborn affected by other forms of placental separation and hemorrhage,1,6,16.666600,77359,0.770000
KOSCIUSKO,2011,Sudden infant death syndrome,1,6,16.666600,77359,0.770000
KOSCIUSKO,2011,Hypoplastic left heart syndrome,1,6,16.666600,77359,0.770000
KOSCIUSKO,2012,Sudden infant death syndrome,1,4,25.000000,77731,0.510000
KOSCIUSKO,2012,Hypoplastic left heart syndrome,1,4,25.000000,77731,0.510000
KOSCIUSKO,2012,"Septicemia, unspecified",1,4,25.000000,77731,0.510000
KOSCIUSKO,2012,Convulsions of newborn,1,4,25.000000,77731,0.510000
KOSCIUSKO,2013,"Patau's syndrome, unspecified",1,4,25.000000,78050,0.510000
KOSCIUSKO,2013,Sudden infant death syndrome,1,4,25.000000,78050,0.510000
KOSCIUSKO,2013,"Other specified congenital malformation syndromes, not elsewhere classified",1,4,25.000000,78050,0.510000
KOSCIUSKO,2013,Hypoplastic left heart syndrome,1,4,25.000000,78050,0.510000
KOSCIUSKO,2014,"Edwards' syndrome, unspecified",2,5,40.000000,78619,0.630000
KOSCIUSKO,2014,Unspecified threat to breathing,1,5,20.000000,78619,0.630000
KOSCIUSKO,2014,"Septicemia, unspecified",1,5,20.000000,78619,0.630000
KOSCIUSKO,2014,"Congenital malformation of the heart, unspecified",1,5,20.000000,78619,0.630000
KOSCIUSKO,2015,"Cerebral infarction, unspecified",1,6,16.666600,78815,0.760000
KOSCIUSKO,2015,Accidental suffocation and strangulation in bed,1,6,16.666600,78815,0.760000
KOSCIUSKO,2015,"Edwards' syndrome, unspecified",1,6,16.666600,78815,0.760000
KOSCIUSKO,2015,Other disorders of lung,1,6,16.666600,78815,0.760000
KOSCIUSKO,2015,"Encephalocele, unspecified",1,6,16.666600,78815,0.760000
KOSCIUSKO,2015,Neonatal aspiration of meconium,1,6,16.666600,78815,0.760000
KOSCIUSKO,2016,Tetralogy of Fallot,1,5,20.000000,79092,0.630000
KOSCIUSKO,2016,"Stroke, not specified as hemorrhage or infarction",1,5,20.000000,79092,0.630000
KOSCIUSKO,2016,Chronic respiratory failure,1,5,20.000000,79092,0.630000
KOSCIUSKO,2016,Sudden infant death syndrome,1,5,20.000000,79092,0.630000
KOSCIUSKO,2016,Unspecified pulmonary hemorrhage originating in the perinatal period,1,5,20.000000,79092,0.630000
KOSCIUSKO,2017,Inhalation and ingestion of food causing obstruction of respiratory tract,1,3,33.333300,79092,0.370000
KOSCIUSKO,2017,Respiratory distress syndrome of newborn,1,3,33.333300,79092,0.370000
KOSCIUSKO,2017,Sepsis of newborn due to other and unspecified streptococci,1,3,33.333300,79092,0.370000
KOSCIUSKO,2018,"Septicemia due to streptococcus, group B",1,4,25.000000,79092,0.500000
KOSCIUSKO,2018,Disorders of urea cycle metabolism,1,4,25.000000,79092,0.500000
KOSCIUSKO,2018,Assault (homicide) by unspecified means,1,4,25.000000,79092,0.500000
KOSCIUSKO,2018,Holoprosencephaly,1,4,25.000000,79092,0.500000
LAGRANGE,2010,"Multiple congenital malformations, not elsewhere classified",1,6,16.666600,37128,1.610000
LAGRANGE,2010,Necrotizing enterocolitis of newborn,1,6,16.666600,37128,1.610000
LAGRANGE,2010,Unspecified renal failure,1,6,16.666600,37128,1.610000
LAGRANGE,2010,"Bacterial sepsis of newborn, unspecified",1,6,16.666600,37128,1.610000
LAGRANGE,2010,Neonatal cardiac failure,1,6,16.666600,37128,1.610000
LAGRANGE,2010,Congenital diaphragmatic hernia,1,6,16.666600,37128,1.610000
LAGRANGE,2011,Unspecified renal failure,1,1,100.000000,37497,0.260000
LAGRANGE,2012,"Edwards' syndrome, unspecified",2,6,33.333300,37651,1.590000
LAGRANGE,2012,Person injured in collision between other specified motor vehicles (traffic),1,6,16.666600,37651,1.590000
LAGRANGE,2012,Sudden infant death syndrome,1,6,16.666600,37651,1.590000
LAGRANGE,2012,Primary atelectasis of newborn,1,6,16.666600,37651,1.590000
LAGRANGE,2012,Gastroesophageal reflux disease without esophagitis,1,6,16.666600,37651,1.590000
LAGRANGE,2013,Other preterm infants,1,2,50.000000,38095,0.520000
LAGRANGE,2013,Endocardial fibroelastosis,1,2,50.000000,38095,0.520000
LAGRANGE,2014,Unspecified pulmonary hemorrhage originating in the perinatal period,1,2,50.000000,38450,0.520000
LAGRANGE,2014,Sudden infant death syndrome,1,2,50.000000,38450,0.520000
LAGRANGE,2015,Person injured in collision between other specified motor vehicles (traffic),1,3,33.333300,38671,0.770000
LAGRANGE,2015,Unspecified brain damage due to birth injury,1,3,33.333300,38671,0.770000
LAGRANGE,2015,Other congenital malformations of great veins,1,3,33.333300,38671,0.770000
LAGRANGE,2017,Other preterm infants,1,3,33.333300,39110,0.760000
LAGRANGE,2017,Extreme immaturity,1,3,33.333300,39110,0.760000
LAGRANGE,2017,Hirschsprung's disease,1,3,33.333300,39110,0.760000
LAGRANGE,2018,Persistent fetal circulation,1,3,33.333300,39110,0.760000
LAGRANGE,2018,Accidental suffocation and strangulation in bed,1,3,33.333300,39110,0.760000
LAGRANGE,2018,Hypoplasia and dysplasia of lung,1,3,33.333300,39110,0.760000
LAKE,2010,,6,15,40.000000,496005,0.300000
LAKE,2010,Newborn affected by other forms of placental separation and hemorrhage,1,15,6.666600,496005,0.300000
LAKE,2010,Other specified congenital infectious and parasitic diseases,1,15,6.666600,496005,0.300000
LAKE,2010,Other specified conditions originating in the perinatal period,1,15,6.666600,496005,0.300000
LAKE,2010,Accidental suffocation and strangulation in bed,1,15,6.666600,496005,0.300000
LAKE,2010,Congenital cerebral cysts,1,15,6.666600,496005,0.300000
LAKE,2010,Other preterm infants,1,15,6.666600,496005,0.300000
LAKE,2010,Common arterial trunk,1,15,6.666600,496005,0.300000
LAKE,2010,Respiratory failure of newborn,1,15,6.666600,496005,0.300000
LAKE,2010,"Other congenital anemias, not elsewhere classified",1,15,6.666600,496005,0.300000
LAKE,2010,Gastroesophageal reflux disease without esophagitis,1,15,6.666600,496005,0.300000
LAKE,2011,,5,28,17.857100,494729,0.560000
LAKE,2011,Sudden infant death syndrome,3,28,10.714200,494729,0.560000
LAKE,2011,Accidental suffocation and strangulation in bed,3,28,10.714200,494729,0.560000
LAKE,2011,Newborn affected by multiple pregnancy,2,28,7.142800,494729,0.560000
LAKE,2011,Unspecified threat to breathing,2,28,7.142800,494729,0.560000
LAKE,2011,"Shock, unspecified",2,28,7.142800,494729,0.560000
LAKE,2011,Pulmonary edema,2,28,7.142800,494729,0.560000
LAKE,2011,Neonatal cardiac dysrhythmia,1,28,3.571400,494729,0.560000
LAKE,2011,"Pneumonia, unspecified",1,28,3.571400,494729,0.560000
LAKE,2011,"Cardiac arrest, unspecified",1,28,3.571400,494729,0.560000
LAKE,2011,Assault (homicide) by unspecified means,1,28,3.571400,494729,0.560000
LAKE,2011,"Bacterial sepsis of newborn, unspecified",1,28,3.571400,494729,0.560000
LAKE,2011,Pneumothorax originating in the perinatal period,1,28,3.571400,494729,0.560000
LAKE,2011,Extreme immaturity,1,28,3.571400,494729,0.560000
LAKE,2011,"Patau's syndrome, unspecified",1,28,3.571400,494729,0.560000
LAKE,2011,Inhalation of gastric contents,1,28,3.571400,494729,0.560000
LAKE,2012,,6,31,19.354800,493071,0.620000
LAKE,2012,"Shock, unspecified",3,31,9.677400,493071,0.620000
LAKE,2012,Necrotizing enterocolitis of newborn,2,31,6.451600,493071,0.620000
LAKE,2012,Other specified threats to breathing,2,31,6.451600,493071,0.620000
LAKE,2012,"Bacterial sepsis of newborn, unspecified",2,31,6.451600,493071,0.620000
LAKE,2012,"Interstitial pulmonary disease, unspecified",1,31,3.225800,493071,0.620000
LAKE,2012,Exposure to unspecified factor causing other and unspecified injury,1,31,3.225800,493071,0.620000
LAKE,2012,Adult respiratory distress syndrome,1,31,3.225800,493071,0.620000
LAKE,2012,Persistent fetal circulation,1,31,3.225800,493071,0.620000
LAKE,2012,Unspecified threat to breathing,1,31,3.225800,493071,0.620000
LAKE,2012,Assault (homicide) by unspecified means,1,31,3.225800,493071,0.620000
LAKE,2012,Volvulus,1,31,3.225800,493071,0.620000
LAKE,2012,Other bacterial sepsis of newborn,1,31,3.225800,493071,0.620000
LAKE,2012,Unspecified chronic respiratory disease originating in the perinatal period,1,31,3.225800,493071,0.620000
LAKE,2012,Accidental suffocation and strangulation in bed,1,31,3.225800,493071,0.620000
LAKE,2012,Other and unspecified gastroenteritis and colitis of infectious origin,1,31,3.225800,493071,0.620000
LAKE,2012,Other pulmonary hemorrhages originating in the perinatal period,1,31,3.225800,493071,0.620000
LAKE,2012,"Cardiac arrest, unspecified",1,31,3.225800,493071,0.620000
LAKE,2012,"Acute bronchitis, unspecified",1,31,3.225800,493071,0.620000
LAKE,2012,"Acute myocarditis, unspecified",1,31,3.225800,493071,0.620000
LAKE,2012,Primary atelectasis of newborn,1,31,3.225800,493071,0.620000
LAKE,2013,,4,28,14.285700,491354,0.560000
LAKE,2013,Accidental suffocation and strangulation in bed,4,28,14.285700,491354,0.560000
LAKE,2013,Hydrops fetalis not due to hemolytic disease,2,28,7.142800,491354,0.560000
LAKE,2013,Other ill-defined and unspecified causes of mortality,2,28,7.142800,491354,0.560000
LAKE,2013,Extreme immaturity,2,28,7.142800,491354,0.560000
LAKE,2013,Unspecified threat to breathing,2,28,7.142800,491354,0.560000
LAKE,2013,Assault (homicide) by unspecified means,1,28,3.571400,491354,0.560000
LAKE,2013,"Acute renal failure, unspecified",1,28,3.571400,491354,0.560000
LAKE,2013,Other specified congenital malformations of intestine,1,28,3.571400,491354,0.560000
LAKE,2013,Congenital pneumonia due to other bacterial agents,1,28,3.571400,491354,0.560000
LAKE,2013,Convulsions of newborn,1,28,3.571400,491354,0.560000
LAKE,2013,"Bronchopneumonia, unspecified",1,28,3.571400,491354,0.560000
LAKE,2013,"Respiratory condition of newborn, unspecified",1,28,3.571400,491354,0.560000
LAKE,2013,Unspecified chronic respiratory disease originating in the perinatal period,1,28,3.571400,491354,0.560000
LAKE,2013,Congenital diaphragmatic hernia,1,28,3.571400,491354,0.560000
LAKE,2013,Other congenital malformations of cardiac chambers and connections,1,28,3.571400,491354,0.560000
LAKE,2013,"Bacterial sepsis of newborn, unspecified",1,28,3.571400,491354,0.560000
LAKE,2013,Thanatophoric short stature,1,28,3.571400,491354,0.560000
LAKE,2013,"Interstitial pulmonary disease, unspecified",1,28,3.571400,491354,0.560000
LAKE,2014,Other preterm infants,2,21,9.523800,490572,0.420000
LAKE,2014,Accidental suffocation and strangulation in bed,2,21,9.523800,490572,0.420000
LAKE,2014,"Respiratory distress of newborn, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,"Interstitial pulmonary disease, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,"Bacterial sepsis of newborn, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,Anemia of prematurity,1,21,4.761900,490572,0.420000
LAKE,2014,Neonatal candidiasis,1,21,4.761900,490572,0.420000
LAKE,2014,Congenital myopathies,1,21,4.761900,490572,0.420000
LAKE,2014,Unspecified pulmonary hemorrhage originating in the perinatal period,1,21,4.761900,490572,0.420000
LAKE,2014,"Cardiac murmur, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,Neonatal cardiac failure,1,21,4.761900,490572,0.420000
LAKE,2014,"Acute upper respiratory infection, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,"Viral infection, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,"Malignant neoplasm of liver, unspecified",1,21,4.761900,490572,0.420000
LAKE,2014,Persistent fetal circulation,1,21,4.761900,490572,0.420000
LAKE,2014,Interstitial emphysema originating in the perinatal period,1,21,4.761900,490572,0.420000
LAKE,2014,Other ill-defined and unspecified causes of mortality,1,21,4.761900,490572,0.420000
LAKE,2014,Sudden infant death syndrome,1,21,4.761900,490572,0.420000
LAKE,2014,Accidental poisoning by and exposure to other gases and vapors,1,21,4.761900,490572,0.420000
LAKE,2014,Unspecified threat to breathing,1,21,4.761900,490572,0.420000
LAKE,2015,"Bacterial sepsis of newborn, unspecified",2,23,8.695600,487649,0.470000
LAKE,2015,Necrotizing enterocolitis of newborn,2,23,8.695600,487649,0.470000
LAKE,2015,Unspecified threat to breathing,1,23,4.347800,487649,0.470000
LAKE,2015,Neonatal cardiac dysrhythmia,1,23,4.347800,487649,0.470000
LAKE,2015,Perinatal intestinal perforation,1,23,4.347800,487649,0.470000
LAKE,2015,Accidental suffocation and strangulation in bed,1,23,4.347800,487649,0.470000
LAKE,2015,,1,23,4.347800,487649,0.470000
LAKE,2015,Persistent fetal circulation,1,23,4.347800,487649,0.470000
LAKE,2015,Other and unspecified gastroenteritis and colitis of infectious origin,1,23,4.347800,487649,0.470000
LAKE,2015,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",1,23,4.347800,487649,0.470000
LAKE,2015,"Septicemia, unspecified",1,23,4.347800,487649,0.470000
LAKE,2015,Respiratory distress syndrome of newborn,1,23,4.347800,487649,0.470000
LAKE,2015,Intracerebral (nontraumatic) hemorrhage of newborn,1,23,4.347800,487649,0.470000
LAKE,2015,Sudden infant death syndrome,1,23,4.347800,487649,0.470000
LAKE,2015,"Intrauterine hypoxia, unspecified",1,23,4.347800,487649,0.470000
LAKE,2015,"Viral infection, unspecified",1,23,4.347800,487649,0.470000
LAKE,2015,"Viral pneumonia, unspecified",1,23,4.347800,487649,0.470000
LAKE,2015,Congenital pneumonia due to viral agent,1,23,4.347800,487649,0.470000
LAKE,2015,"Other specified congenital malformation syndromes, not elsewhere classified",1,23,4.347800,487649,0.470000
LAKE,2015,Other specified conditions originating in the perinatal period,1,23,4.347800,487649,0.470000
LAKE,2015,Primary atelectasis of newborn,1,23,4.347800,487649,0.470000
LAKE,2016,Accidental suffocation and strangulation in bed,4,16,25.000000,485846,0.320000
LAKE,2016,Unspecified threat to breathing,3,16,18.750000,485846,0.320000
